area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq,area_label,area_code,period
Wellington City,House,NA,27,45,1221,642,444,620,763,327,3.53,6.3357,0.552,389,819,Wellington City,047,2021-12
Wellington City,Room,1,39,54,825,353,249,298,356,182,2.78,5.7725,0.412,243,424,Wellington City,047,2021-12
Wellington City,Apartment,1,129,117,2595,447,370,420,520,106,3.67,6.0714,0.2671,362,519,Wellington City,047,2021-11
Wellington City,Apartment,2,108,105,2445,623,543,605,673,145,3.53,6.4067,0.2404,515,713,Wellington City,047,2021-11
Wellington City,Apartment,3,39,33,753,801,715,768,882,184,3.55,6.6599,0.2361,666,915,Wellington City,047,2021-11
Wellington City,Apartment,4,18,24,270,999,949,995,1060,119,3.33,6.9005,0.117,917,1074,Wellington City,047,2021-11
Wellington City,Apartment,5+,30,36,207,1250,1075,1155,1429,251,3.4,7.1132,0.1897,1081,1396,Wellington City,047,2021-11
Wellington City,Apartment,NA,9,6,180,599,405,450,590,365,3.52,6.2827,0.4673,391,734,Wellington City,047,2021-11
Wellington City,Boarding House,1,24,18,216,272,222,295,295,69,3.26,5.5762,0.2582,222,314,Wellington City,047,2021-11
Wellington City,Flat,1,60,63,2139,441,388,415,463,145,3.31,6.0565,0.2321,365,499,Wellington City,047,2021-11
Wellington City,Flat,2,33,48,2079,579,527,565,600,102,3.49,6.3469,0.1697,509,640,Wellington City,047,2021-11
Wellington City,Flat,3,18,21,732,665,586,700,749,105,3.53,6.4874,0.1706,585,737,Wellington City,047,2021-11
Wellington City,Flat,4,6,9,219,924,865,900,1000,74,3.3,6.8255,0.0806,872,972,Wellington City,047,2021-11
Wellington City,Flat,5+,15,12,105,1373,1200,1350,1590,240,3.58,7.2105,0.177,1201,1525,Wellington City,047,2021-11
Wellington City,Flat,NA,6,0,192,1045,818,1125,1313,500,4.04,6.8577,0.5586,653,1386,Wellington City,047,2021-11
Wellington City,House,1,42,36,678,454,399,448,520,90,3.68,6.0983,0.1995,389,509,Wellington City,047,2021-11
Wellington City,House,2,72,51,2424,618,558,600,675,95,3.5,6.4154,0.1476,553,675,Wellington City,047,2021-11
Wellington City,House,3,147,150,5133,742,655,730,828,155,3.55,6.5816,0.2585,606,859,Wellington City,047,2021-11
Wellington City,House,4,75,78,2160,944,858,923,1041,233,3.64,6.8161,0.2858,752,1106,Wellington City,047,2021-11
Wellington City,House,5+,63,60,777,1256,1095,1200,1400,277,3.73,7.114,0.2083,1068,1414,Wellington City,047,2021-11
Wellington City,House,NA,36,36,1239,740,463,683,836,360,3.61,6.5069,0.4451,496,904,Wellington City,047,2021-11
Wellington City,Room,1,39,60,837,263,210,240,295,86,2.84,5.5301,0.2801,209,305,Wellington City,047,2021-11
Wellington City,Apartment,1,144,111,2583,465,383,450,525,121,3.54,6.1097,0.2595,378,536,Wellington City,047,2021-10
Wellington City,Apartment,2,99,84,2442,637,550,600,680,139,3.43,6.4366,0.1959,547,712,Wellington City,047,2021-10
Wellington City,Apartment,3,21,27,747,840,710,750,950,212,3.71,6.7055,0.2377,696,959,Wellington City,047,2021-10
Wellington City,Apartment,4,9,6,276,793,750,830,990,284,3.12,6.5766,0.5601,492,1048,Wellington City,047,2021-10
Wellington City,Boarding House,1,30,12,210,261,236,270,295,47,3.41,5.5465,0.1978,224,293,Wellington City,047,2021-10
Wellington City,Flat,1,54,63,2142,421,366,400,450,95,3.08,6.0203,0.2072,358,473,Wellington City,047,2021-10
Wellington City,Flat,2,45,60,2094,541,490,525,600,90,3.37,6.2801,0.1713,476,599,Wellington City,047,2021-10
Wellington City,Flat,3,9,18,735,718,640,705,795,128,3.67,6.562,0.178,628,798,Wellington City,047,2021-10
Wellington City,House,1,24,18,678,454,370,395,570,121,3.4,6.0853,0.2621,368,524,Wellington City,047,2021-10
Wellington City,House,2,90,66,2409,609,550,600,670,94,3.56,6.3998,0.1545,542,668,Wellington City,047,2021-10
Wellington City,House,3,144,123,5142,740,675,745,820,141,3.6,6.582,0.2531,609,856,Wellington City,047,2021-10
Wellington City,House,4,45,51,2163,887,780,890,1050,213,3.51,6.7457,0.3353,678,1066,Wellington City,047,2021-10
Wellington City,House,5+,21,21,780,1080,893,1100,1194,258,3.42,6.9573,0.2385,895,1234,Wellington City,047,2021-10
Wellington City,House,NA,45,33,1239,601,400,600,750,261,3.83,6.3191,0.3981,424,726,Wellington City,047,2021-10
Wellington City,Room,1,39,39,864,254,209,270,295,58,2.98,5.5097,0.2382,210,290,Wellington City,047,2021-10
Wellington City,Room,NA,6,0,33,215,196,200,219,41,3.53,5.3584,0.1761,189,239,Wellington City,047,2021-10
Wellington City,Apartment,1,99,84,2550,431,380,420,500,84,3.45,6.0471,0.2052,368,486,Wellington City,047,2021-09
Wellington City,Apartment,2,69,78,2433,669,565,630,723,168,3.53,6.4785,0.2272,558,759,Wellington City,047,2021-09
Wellington City,Apartment,3,15,15,753,861,745,875,1098,276,3.3,6.6975,0.3866,624,1052,Wellington City,047,2021-09
Wellington City,Boarding House,1,12,18,195,244,200,238,291,63,3.16,5.4647,0.2612,198,282,Wellington City,047,2021-09
Wellington City,Flat,1,42,54,2154,408,350,397,450,91,3.48,5.9898,0.2029,348,458,Wellington City,047,2021-09
Wellington City,Flat,2,36,36,2106,543,480,530,600,75,3.62,6.2886,0.137,491,591,Wellington City,047,2021-09
Wellington City,Flat,3,12,15,738,663,600,638,713,73,3.82,6.4907,0.1078,613,709,Wellington City,047,2021-09
Wellington City,House,1,30,24,672,435,395,420,460,76,3.87,6.0591,0.1831,378,484,Wellington City,047,2021-09
Wellington City,House,2,66,57,2388,644,550,600,668,167,3.52,6.44,0.2234,539,728,Wellington City,047,2021-09
Wellington City,House,3,99,93,5118,743,650,750,800,140,3.57,6.5924,0.1984,638,834,Wellington City,047,2021-09
Wellington City,House,4,39,33,2166,927,780,850,1000,255,3.55,6.8024,0.2369,767,1056,Wellington City,047,2021-09
Wellington City,House,5+,15,15,777,1065,923,1120,1298,340,3.42,6.8716,0.5746,655,1421,Wellington City,047,2021-09
Wellington City,House,NA,30,36,1227,643,471,605,754,267,3.64,6.382,0.4239,444,787,Wellington City,047,2021-09
Wellington City,Room,1,33,33,864,271,200,280,298,58,2.91,5.5813,0.2142,230,307,Wellington City,047,2021-09
Wellington City,Apartment,1,87,60,2535,486,400,485,550,142,3.58,6.1499,0.265,392,560,Wellington City,047,2021-08
Wellington City,Apartment,2,90,84,2442,647,535,620,725,160,3.56,6.4451,0.2269,540,734,Wellington City,047,2021-08
Wellington City,Apartment,3,9,12,753,888,720,850,1100,216,3.64,6.7623,0.2442,733,1019,Wellington City,047,2021-08
Wellington City,Boarding House,1,15,12,198,286,270,295,295,45,3.38,5.6424,0.1671,252,316,Wellington City,047,2021-08
Wellington City,Flat,1,42,45,2166,407,340,395,450,89,3.41,5.9872,0.2029,347,457,Wellington City,047,2021-08
Wellington City,Flat,2,36,39,2109,555,500,520,595,100,3.54,6.3055,0.1675,489,613,Wellington City,047,2021-08
Wellington City,Flat,3,9,9,741,626,600,600,750,235,3.09,6.3276,0.5962,374,837,Wellington City,047,2021-08
Wellington City,House,1,18,21,666,473,420,440,528,75,3.46,6.1478,0.148,423,517,Wellington City,047,2021-08
Wellington City,House,2,63,63,2376,596,510,585,655,115,3.48,6.3696,0.2082,507,672,Wellington City,047,2021-08
Wellington City,House,3,108,93,5112,725,650,725,800,141,3.62,6.5638,0.235,605,831,Wellington City,047,2021-08
Wellington City,House,4,30,30,2157,880,750,850,1034,194,3.63,6.7563,0.2183,742,996,Wellington City,047,2021-08
Wellington City,House,5+,12,12,777,934,865,1010,1100,353,3.79,6.7051,0.6683,520,1282,Wellington City,047,2021-08
Wellington City,House,NA,27,30,1233,533,343,550,693,197,3.7,6.1944,0.4468,363,662,Wellington City,047,2021-08
Wellington City,Room,1,27,30,864,270,217,270,300,92,2.83,5.5521,0.2942,211,314,Wellington City,047,2021-08
Wellington City,Apartment,1,156,129,2505,456,380,460,530,104,3.51,6.0857,0.3077,357,541,Wellington City,047,2021-07
Wellington City,Apartment,2,90,84,2436,644,540,605,733,156,3.45,6.4385,0.2428,531,737,Wellington City,047,2021-07
Wellington City,Apartment,3,15,18,756,816,675,780,930,203,3.73,6.677,0.2432,674,935,Wellington City,047,2021-07
Wellington City,Apartment,NA,9,6,195,486,500,520,550,123,3.71,6.1475,0.3143,378,578,Wellington City,047,2021-07
Wellington City,Boarding House,1,12,12,195,239,195,250,276,51,3.26,5.4536,0.2326,200,273,Wellington City,047,2021-07
Wellington City,Flat,1,60,66,2169,389,364,393,440,78,3.47,5.9364,0.2638,317,452,Wellington City,047,2021-07
Wellington City,Flat,2,54,60,2112,510,469,503,550,97,3.38,6.2128,0.2193,430,579,Wellington City,047,2021-07
Wellington City,Flat,3,18,21,741,662,620,660,750,211,3.59,6.409,0.5147,429,859,Wellington City,047,2021-07
Wellington City,House,1,42,30,669,426,368,398,471,99,3.73,6.029,0.2349,354,487,Wellington City,047,2021-07
Wellington City,House,2,84,84,2376,596,530,580,650,101,3.46,6.377,0.1642,526,657,Wellington City,047,2021-07
Wellington City,House,3,108,126,5097,733,650,740,796,145,3.59,6.5799,0.1824,637,815,Wellington City,047,2021-07
Wellington City,House,4,42,42,2157,886,760,840,1000,217,3.69,6.7517,0.2917,703,1042,Wellington City,047,2021-07
Wellington City,House,5+,12,15,774,990,850,950,1165,179,3.51,6.8833,0.181,864,1103,Wellington City,047,2021-07
Wellington City,House,NA,42,30,1239,536,389,535,605,243,3.62,6.1724,0.5187,338,680,Wellington City,047,2021-07
Wellington City,Room,1,45,36,867,288,200,260,295,139,2.93,5.5859,0.3715,208,343,Wellington City,047,2021-07
Wellington City,Apartment,1,138,102,2478,443,350,430,520,104,3.61,6.0672,0.2356,368,506,Wellington City,047,2021-06
Wellington City,Apartment,2,87,75,2427,616,525,595,650,124,3.57,6.4048,0.1872,533,686,Wellington City,047,2021-06
Wellington City,Apartment,3,12,15,759,847,710,798,945,169,3.15,6.723,0.2001,726,951,Wellington City,047,2021-06
Wellington City,Apartment,NA,6,9,192,410,395,400,515,167,3.86,5.8641,0.7293,215,576,Wellington City,047,2021-06
Wellington City,Boarding House,1,15,24,195,284,246,288,300,70,3.29,5.6207,0.246,234,326,Wellington City,047,2021-06
Wellington City,Flat,1,45,57,2172,401,329,383,430,106,3.35,5.967,0.2209,336,453,Wellington City,047,2021-06
Wellington City,Flat,2,39,57,2118,545,485,540,599,85,3.36,6.2888,0.1528,486,597,Wellington City,047,2021-06
Wellington City,Flat,3,9,18,744,650,593,678,699,63,3.68,6.4719,0.0985,605,691,Wellington City,047,2021-06
Wellington City,Flat,NA,6,6,198,689,495,600,650,355,3.39,6.448,0.4451,468,853,Wellington City,047,2021-06
Wellington City,House,1,30,30,660,486,400,440,528,125,3.66,6.1595,0.2221,407,550,Wellington City,047,2021-06
Wellington City,House,2,63,75,2376,607,550,600,650,112,3.52,6.3937,0.1729,532,672,Wellington City,047,2021-06
Wellington City,House,3,120,99,5115,709,640,720,785,112,3.62,6.551,0.1704,624,785,Wellington City,047,2021-06
Wellington City,House,4,39,36,2160,864,720,860,998,165,3.7,6.7433,0.1935,745,967,Wellington City,047,2021-06
Wellington City,House,5+,12,6,777,1123,1025,1180,1250,243,3.52,6.9975,0.2532,922,1298,Wellington City,047,2021-06
Wellington City,House,NA,27,24,1227,528,371,535,696,228,3.98,6.1518,0.5582,322,684,Wellington City,047,2021-06
Wellington City,Room,1,42,45,855,297,240,280,300,119,2.93,5.6434,0.2963,231,345,Wellington City,047,2021-06
Wellington City,Apartment,1,144,129,2442,447,380,440,500,102,3.54,6.0763,0.2278,373,508,Wellington City,047,2021-05
Wellington City,Apartment,2,105,87,2418,630,520,600,696,159,3.5,6.4151,0.2513,516,724,Wellington City,047,2021-05
Wellington City,Apartment,3,18,15,762,845,705,780,914,286,3.38,6.6752,0.3988,606,1037,Wellington City,047,2021-05
Wellington City,Apartment,4,6,3,273,1056,870,900,1100,418,3.53,6.9067,0.3624,782,1276,Wellington City,047,2021-05
Wellington City,Apartment,5+,6,3,213,1191,975,1050,1300,306,3.12,7.0584,0.2399,989,1367,Wellington City,047,2021-05
Wellington City,Boarding House,1,12,18,204,243,200,200,295,65,3.14,5.4663,0.2389,201,278,Wellington City,047,2021-05
Wellington City,Flat,1,51,48,2187,416,380,410,450,77,3.23,6.0131,0.2003,357,468,Wellington City,047,2021-05
Wellington City,Flat,2,45,63,2136,513,481,520,565,74,3.35,6.2277,0.1654,453,566,Wellington City,047,2021-05
Wellington City,Flat,3,15,15,750,658,626,680,750,141,3.35,6.4588,0.2769,530,769,Wellington City,047,2021-05
Wellington City,House,1,24,30,660,412,385,400,473,97,3.71,5.9904,0.2692,333,479,Wellington City,047,2021-05
Wellington City,House,2,93,81,2388,594,533,593,650,128,3.5,6.3542,0.3062,468,707,Wellington City,047,2021-05
Wellington City,House,3,141,117,5094,713,630,700,780,142,3.57,6.5489,0.2074,607,803,Wellington City,047,2021-05
Wellington City,House,4,57,39,2154,824,723,850,968,195,3.6,6.6708,0.3414,627,993,Wellington City,047,2021-05
Wellington City,House,5+,15,9,771,1099,970,1050,1238,324,3.12,6.9491,0.3694,812,1337,Wellington City,047,2021-05
Wellington City,House,NA,39,36,1227,633,440,650,795,215,3.75,6.3805,0.402,450,774,Wellington City,047,2021-05
Wellington City,Room,1,36,45,861,281,219,290,313,89,3.16,5.5944,0.3013,219,330,Wellington City,047,2021-05
Wellington City,Room,NA,6,3,36,259,210,275,290,70,2.65,5.5255,0.2843,207,304,Wellington City,047,2021-05
Wellington City,Apartment,1,117,90,2424,434,373,420,495,95,3.6,6.0453,0.2655,353,505,Wellington City,047,2021-04
Wellington City,Apartment,2,93,90,2403,652,550,600,700,161,3.6,6.454,0.221,547,737,Wellington City,047,2021-04
Wellington City,Apartment,3,21,9,756,765,699,770,873,130,3.55,6.6242,0.1855,665,853,Wellington City,047,2021-04
Wellington City,Apartment,NA,6,6,198,701,506,653,870,222,3.57,6.5103,0.3166,543,832,Wellington City,047,2021-04
Wellington City,Boarding House,1,12,15,207,237,200,215,270,50,3.27,5.4468,0.2093,201,267,Wellington City,047,2021-04
Wellington City,Flat,1,57,63,2181,390,350,395,430,86,3.58,5.9398,0.2411,323,447,Wellington City,047,2021-04
Wellington City,Flat,2,51,60,2154,533,480,530,570,85,3.47,6.2665,0.1557,474,585,Wellington City,047,2021-04
Wellington City,Flat,3,12,18,750,695,653,720,786,117,3.45,6.5289,0.1837,605,775,Wellington City,047,2021-04
Wellington City,House,1,21,21,666,427,385,400,465,71,3.53,6.0451,0.1614,379,471,Wellington City,047,2021-04
Wellington City,House,2,90,81,2376,613,530,588,650,147,3.55,6.3966,0.2029,523,688,Wellington City,047,2021-04
Wellington City,House,3,141,144,5070,725,650,700,789,127,3.64,6.5725,0.1621,641,798,Wellington City,047,2021-04
Wellington City,House,4,48,42,2139,849,728,840,995,173,3.74,6.7158,0.2702,688,990,Wellington City,047,2021-04
Wellington City,House,5+,12,6,765,1060,950,1095,1300,260,2.84,6.933,0.2773,851,1236,Wellington City,047,2021-04
Wellington City,House,NA,39,27,1224,609,470,620,715,261,3.86,6.3186,0.4539,408,754,Wellington City,047,2021-04
Wellington City,Room,1,27,39,867,293,270,295,310,51,2.89,5.667,0.172,257,325,Wellington City,047,2021-04
Wellington City,Apartment,1,174,144,2403,440,370,430,500,105,3.61,6.0613,0.2188,370,497,Wellington City,047,2021-03
Wellington City,Apartment,2,99,87,2394,632,540,600,710,173,3.48,6.4153,0.2599,513,728,Wellington City,047,2021-03
Wellington City,Apartment,3,30,27,747,794,700,770,849,213,3.53,6.6364,0.3106,618,940,Wellington City,047,2021-03
Wellington City,Apartment,4,9,6,276,1065,995,1050,1135,158,3.75,6.9608,0.1516,952,1168,Wellington City,047,2021-03
Wellington City,Apartment,5+,6,0,210,1177,1039,1225,1288,185,3.8,7.0596,0.1631,1043,1299,Wellington City,047,2021-03
Wellington City,Apartment,NA,9,9,201,493,415,440,521,130,3.04,6.1733,0.236,409,563,Wellington City,047,2021-03
Wellington City,Boarding House,1,27,18,213,275,200,268,294,139,2.71,5.5463,0.3446,203,323,Wellington City,047,2021-03
Wellington City,Flat,1,84,81,2190,407,350,390,450,79,3.39,5.9915,0.1801,354,452,Wellington City,047,2021-03
Wellington City,Flat,2,57,60,2163,521,470,520,590,99,3.36,6.2361,0.2133,442,590,Wellington City,047,2021-03
Wellington City,Flat,3,15,18,759,678,600,690,725,93,3.31,6.51,0.138,612,737,Wellington City,047,2021-03
Wellington City,Flat,5+,9,3,108,1202,1165,1200,1425,469,3.11,6.975,0.6132,707,1617,Wellington City,047,2021-03
Wellington City,House,1,27,30,669,501,391,448,548,185,3.61,6.168,0.2961,391,583,Wellington City,047,2021-03
Wellington City,House,2,90,87,2367,591,520,570,650,89,3.63,6.3708,0.147,529,645,Wellington City,047,2021-03
Wellington City,House,3,177,156,5070,723,625,700,778,167,3.62,6.5612,0.211,613,815,Wellington City,047,2021-03
Wellington City,House,4,84,48,2133,846,750,885,996,232,3.68,6.6802,0.4104,604,1050,Wellington City,047,2021-03
Wellington City,House,5+,21,18,762,1254,1108,1250,1319,194,3.64,7.1228,0.1521,1119,1374,Wellington City,047,2021-03
Wellington City,House,NA,48,36,1209,671,458,650,775,323,3.49,6.3836,0.5438,410,854,Wellington City,047,2021-03
Wellington City,Room,1,48,48,882,292,250,290,300,79,2.96,5.6466,0.2456,240,334,Wellington City,047,2021-03
Wellington City,Apartment,1,228,201,2373,441,365,425,515,95,3.69,6.0616,0.2473,363,507,Wellington City,047,2021-02
Wellington City,Apartment,2,180,177,2385,612,520,590,670,141,3.55,6.3888,0.2479,504,703,Wellington City,047,2021-02
Wellington City,Apartment,3,93,72,744,800,720,768,850,158,3.57,6.6658,0.1959,688,896,Wellington City,047,2021-02
Wellington City,Apartment,4,48,48,276,991,945,1030,1080,227,3.65,6.8548,0.3537,747,1204,Wellington City,047,2021-02
Wellington City,Apartment,5+,39,27,204,1202,1050,1163,1313,200,3.59,7.079,0.1572,1067,1320,Wellington City,047,2021-02
Wellington City,Apartment,NA,15,15,198,729,461,625,865,362,3.17,6.4985,0.4288,497,887,Wellington City,047,2021-02
Wellington City,Boarding House,1,24,12,204,252,200,210,270,83,2.76,5.4916,0.256,204,288,Wellington City,047,2021-02
Wellington City,Flat,1,117,117,2187,411,365,400,455,85,3.4,5.9976,0.2011,351,461,Wellington City,047,2021-02
Wellington City,Flat,2,81,102,2166,537,475,525,580,113,3.48,6.2662,0.2027,459,604,Wellington City,047,2021-02
Wellington City,Flat,3,63,66,762,699,650,700,750,116,3.64,6.5299,0.2256,589,798,Wellington City,047,2021-02
Wellington City,Flat,4,30,24,225,845,763,890,950,226,3.41,6.6824,0.396,611,1043,Wellington City,047,2021-02
Wellington City,Flat,5+,9,12,105,1167,1070,1085,1250,174,2.49,7.0528,0.146,1048,1276,Wellington City,047,2021-02
Wellington City,Flat,NA,9,18,204,549,450,500,595,214,3.27,6.2506,0.3532,408,658,Wellington City,047,2021-02
Wellington City,House,1,48,51,672,441,385,450,500,89,3.66,6.0668,0.2146,373,498,Wellington City,047,2021-02
Wellington City,House,2,150,147,2364,614,530,595,675,111,3.48,6.4052,0.1669,541,677,Wellington City,047,2021-02
Wellington City,House,3,273,264,5049,752,650,720,795,395,3.58,6.577,0.263,602,858,Wellington City,047,2021-02
Wellington City,House,4,153,150,2097,908,805,900,1000,145,3.53,6.7988,0.1612,804,1000,Wellington City,047,2021-02
Wellington City,House,5+,96,69,756,1224,1078,1200,1434,337,3.65,7.0574,0.3711,904,1492,Wellington City,047,2021-02
Wellington City,House,NA,60,87,1194,693,500,650,869,273,3.75,6.4551,0.4395,473,855,Wellington City,047,2021-02
Wellington City,Room,1,93,78,882,274,210,250,290,124,2.86,5.5477,0.3431,204,323,Wellington City,047,2021-02
Wellington City,Room,NA,6,3,30,258,235,238,281,38,3.17,5.5426,0.1404,232,281,Wellington City,047,2021-02
Wellington City,Apartment,1,177,168,2346,458,380,448,525,110,3.57,6.1,0.2256,383,519,Wellington City,047,2021-01
Wellington City,Apartment,2,153,165,2379,639,550,600,663,143,3.54,6.4394,0.1923,550,713,Wellington City,047,2021-01
Wellington City,Apartment,3,48,63,726,922,723,820,990,300,3.46,6.7835,0.2832,730,1069,Wellington City,047,2021-01
Wellington City,Apartment,4,21,39,273,1007,880,1000,1060,297,3.47,6.8767,0.2818,802,1172,Wellington City,047,2021-01
Wellington City,Apartment,5+,15,21,192,1189,1000,1240,1250,166,3.57,7.0716,0.1392,1072,1294,Wellington City,047,2021-01
Wellington City,Apartment,NA,6,12,201,603,438,485,641,289,3.52,6.3253,0.3928,429,728,Wellington City,047,2021-01
Wellington City,Boarding House,1,15,12,192,253,200,240,295,66,2.89,5.5029,0.2575,206,292,Wellington City,047,2021-01
Wellington City,Flat,1,75,96,2187,401,345,390,440,88,3.34,5.9734,0.1972,344,449,Wellington City,047,2021-01
Wellington City,Flat,2,57,111,2190,533,490,525,560,108,3.54,6.2591,0.1951,458,596,Wellington City,047,2021-01
Wellington City,Flat,3,36,60,762,677,608,690,740,93,3.61,6.5082,0.1407,610,737,Wellington City,047,2021-01
Wellington City,Flat,4,12,18,216,893,861,920,958,184,3.18,6.7678,0.2627,728,1038,Wellington City,047,2021-01
Wellington City,Flat,5+,6,6,108,1348,1225,1325,1463,197,3.17,7.1978,0.1453,1212,1474,Wellington City,047,2021-01
Wellington City,House,1,45,54,675,443,383,440,500,89,3.63,6.0735,0.208,377,500,Wellington City,047,2021-01
Wellington City,House,2,102,132,2358,574,503,550,620,113,3.54,6.332,0.2092,488,647,Wellington City,047,2021-01
Wellington City,House,3,225,243,5040,722,650,700,780,122,3.58,6.5677,0.173,633,800,Wellington City,047,2021-01
Wellington City,House,4,126,159,2091,935,815,905,1050,216,3.5,6.8085,0.279,750,1093,Wellington City,047,2021-01
Wellington City,House,5+,60,69,732,1242,1079,1200,1373,275,3.44,7.1017,0.2132,1051,1402,Wellington City,047,2021-01
Wellington City,House,NA,33,78,1221,703,530,700,773,308,3.71,6.4711,0.4154,488,855,Wellington City,047,2021-01
Wellington City,Room,1,63,63,870,279,223,283,295,97,2.82,5.5835,0.3051,217,327,Wellington City,047,2021-01
Wellington City,Apartment,1,96,105,2340,448,380,450,500,100,3.56,6.0817,0.2176,378,507,Wellington City,047,2020-12
Wellington City,Apartment,2,114,87,2391,607,500,590,650,159,3.54,6.3792,0.2372,502,692,Wellington City,047,2020-12
Wellington City,Apartment,3,27,27,741,747,644,723,784,198,3.48,6.5757,0.316,580,888,Wellington City,047,2020-12
Wellington City,Apartment,4,6,6,291,1021,985,1010,1035,94,3.44,6.925,0.09,957,1081,Wellington City,047,2020-12
Wellington City,Apartment,5+,18,12,201,1094,975,1050,1250,151,3.93,6.9892,0.1361,990,1189,Wellington City,047,2020-12
Wellington City,Apartment,NA,6,6,207,470,374,485,581,133,3.41,6.1212,0.2939,374,555,Wellington City,047,2020-12
Wellington City,Boarding House,1,15,30,186,281,200,255,335,110,2.48,5.5728,0.3653,206,337,Wellington City,047,2020-12
Wellington City,Flat,1,51,69,2208,395,338,378,450,92,3.48,5.9553,0.2158,334,446,Wellington City,047,2020-12
Wellington City,Flat,2,51,51,2241,497,460,498,550,80,3.46,6.1956,0.1647,439,548,Wellington City,047,2020-12
Wellington City,Flat,3,15,18,789,635,588,683,701,110,3.87,6.4362,0.2018,545,715,Wellington City,047,2020-12
Wellington City,House,1,18,30,684,399,350,390,400,72,3.62,5.9738,0.169,351,440,Wellington City,047,2020-12
Wellington City,House,2,66,75,2388,587,511,570,658,117,3.53,6.3555,0.207,501,662,Wellington City,047,2020-12
Wellington City,House,3,135,150,5058,703,610,700,750,166,3.7,6.5287,0.2425,581,806,Wellington City,047,2020-12
Wellington City,House,4,63,63,2127,839,743,850,923,153,3.58,6.7169,0.1751,734,930,Wellington City,047,2020-12
Wellington City,House,5+,33,30,741,1157,978,1150,1230,277,3.5,7.0278,0.2285,966,1315,Wellington City,047,2020-12
Wellington City,House,NA,33,42,1263,712,509,675,900,299,3.66,6.4764,0.4514,479,881,Wellington City,047,2020-12
Wellington City,Room,1,36,42,867,258,200,235,280,82,2.99,5.506,0.3013,201,302,Wellington City,047,2020-12
Wellington City,Apartment,1,120,90,2349,452,390,445,500,96,3.39,6.0934,0.207,385,509,Wellington City,047,2020-11
Wellington City,Apartment,2,114,120,2361,618,520,595,673,145,3.51,6.4011,0.2205,519,699,Wellington City,047,2020-11
Wellington City,Apartment,3,27,33,741,784,695,735,831,162,3.62,6.6462,0.1914,677,876,Wellington City,047,2020-11
Wellington City,Apartment,4,21,21,291,893,850,890,950,96,3.58,6.7885,0.1106,824,956,Wellington City,047,2020-11
Wellington City,Apartment,5+,39,33,198,1236,1100,1175,1410,275,3.68,7.0837,0.313,965,1473,Wellington City,047,2020-11
Wellington City,Apartment,NA,15,15,207,612,450,540,645,253,3.51,6.3446,0.3919,437,742,Wellington City,047,2020-11
Wellington City,Boarding House,1,33,24,201,254,200,250,280,73,2.96,5.5034,0.2601,206,293,Wellington City,047,2020-11
Wellington City,Flat,1,69,60,2223,398,346,380,423,98,3.22,5.9629,0.2034,339,446,Wellington City,047,2020-11
Wellington City,Flat,2,42,54,2244,505,450,495,530,94,3.41,6.2087,0.1717,443,558,Wellington City,047,2020-11
Wellington City,Flat,3,18,21,792,691,615,650,720,197,3.11,6.5082,0.2375,571,787,Wellington City,047,2020-11
Wellington City,Flat,4,6,12,234,821,824,875,913,166,3.27,6.6853,0.2583,673,953,Wellington City,047,2020-11
Wellington City,Flat,5+,6,9,111,1394,1159,1400,1523,352,3.88,7.213,0.2488,1147,1605,Wellington City,047,2020-11
Wellington City,House,1,30,24,693,427,390,410,470,69,3.67,6.0426,0.1654,377,471,Wellington City,047,2020-11
Wellington City,House,2,78,60,2397,609,520,563,650,262,3.39,6.3648,0.2783,482,701,Wellington City,047,2020-11
Wellington City,House,3,159,141,5076,705,609,690,750,179,3.53,6.5275,0.2525,577,811,Wellington City,047,2020-11
Wellington City,House,4,75,60,2124,890,723,855,950,293,3.4,6.7459,0.3045,693,1044,Wellington City,047,2020-11
Wellington City,House,5+,57,66,738,1232,1100,1213,1395,277,3.65,7.0811,0.3071,967,1463,Wellington City,047,2020-11
Wellington City,House,NA,39,42,1275,770,469,750,975,395,3.92,6.4954,0.6202,436,1006,Wellington City,047,2020-11
Wellington City,Room,1,57,63,873,306,200,248,341,166,2.91,5.6232,0.4228,208,368,Wellington City,047,2020-11
Wellington City,Apartment,1,114,96,2313,425,350,420,494,108,3.65,6.0087,0.338,324,511,Wellington City,047,2020-10
Wellington City,Apartment,2,93,78,2373,638,550,620,685,138,3.49,6.437,0.2039,544,717,Wellington City,047,2020-10
Wellington City,Apartment,3,27,15,747,847,710,805,950,230,3.16,6.7059,0.2812,676,988,Wellington City,047,2020-10
Wellington City,Apartment,4,15,9,291,952,870,955,1100,142,3.36,6.8475,0.1569,847,1047,Wellington City,047,2020-10
Wellington City,Boarding House,1,21,18,192,250,209,263,291,41,2.98,5.509,0.177,219,278,Wellington City,047,2020-10
Wellington City,Flat,1,66,66,2220,403,340,398,450,78,3.38,5.981,0.1909,348,450,Wellington City,047,2020-10
Wellington City,Flat,2,48,54,2250,497,450,495,545,95,3.28,6.1882,0.211,422,561,Wellington City,047,2020-10
Wellington City,Flat,3,12,15,795,655,600,660,695,63,3.09,6.4803,0.0971,611,696,Wellington City,047,2020-10
Wellington City,House,1,27,21,687,486,395,450,500,177,3.58,6.1376,0.3077,376,570,Wellington City,047,2020-10
