area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq,area_label,area_code,period
Hamilton City,House,3,207,195,7596,600,565,600,643,72,3.92,6.3869,0.1568,534,660,Hamilton City,016,2023-11
Hamilton City,House,4,78,93,3207,739,653,683,760,291,3.73,6.5709,0.2288,612,833,Hamilton City,016,2023-11
Hamilton City,House,5+,18,30,642,716,711,795,840,235,3.9,6.4789,0.5198,459,925,Hamilton City,016,2023-11
Hamilton City,House,NA,24,36,1164,514,373,565,596,159,4.0,6.1915,0.3329,390,612,Hamilton City,016,2023-11
Hamilton City,Room,1,78,87,1143,276,240,260,270,94,3.76,5.5894,0.2191,231,310,Hamilton City,016,2023-11
Hamilton City,Apartment,1,21,30,393,369,330,350,430,111,3.99,5.8413,0.4429,255,464,Hamilton City,016,2023-10
Hamilton City,Apartment,2,24,24,654,452,396,473,524,102,3.94,6.0696,0.3636,338,553,Hamilton City,016,2023-10
Hamilton City,Apartment,3,12,6,210,595,558,585,604,69,3.9,6.3818,0.1145,547,638,Hamilton City,016,2023-10
Hamilton City,Boarding House,1,9,9,120,281,245,270,330,74,4.01,5.608,0.2787,226,329,Hamilton City,016,2023-10
Hamilton City,Flat,1,18,24,1005,316,283,328,355,78,4.0,5.709,0.3584,237,384,Hamilton City,016,2023-10
Hamilton City,Flat,2,18,30,1194,429,396,430,458,49,3.89,6.0546,0.112,395,460,Hamilton City,016,2023-10
Hamilton City,House,1,30,36,762,327,294,315,373,64,3.93,5.7725,0.1966,281,367,Hamilton City,016,2023-10
Hamilton City,House,2,123,114,3534,517,490,523,550,48,3.92,6.2429,0.0984,481,550,Hamilton City,016,2023-10
Hamilton City,House,3,198,201,7584,607,560,600,650,88,3.91,6.3975,0.1532,541,666,Hamilton City,016,2023-10
Hamilton City,House,4,72,87,3228,681,650,700,750,116,3.89,6.4984,0.2644,556,794,Hamilton City,016,2023-10
Hamilton City,House,5+,18,12,648,751,700,755,855,210,3.82,6.5577,0.4406,523,949,Hamilton City,016,2023-10
Hamilton City,House,NA,21,39,1176,514,341,545,650,179,3.97,6.1733,0.3998,366,628,Hamilton City,016,2023-10
Hamilton City,Room,1,69,60,1152,267,250,260,270,69,3.9,5.5576,0.252,219,307,Hamilton City,016,2023-10
Hamilton City,Apartment,1,24,18,399,333,300,320,360,51,3.96,5.7973,0.1504,298,365,Hamilton City,016,2023-09
Hamilton City,Apartment,2,18,21,654,476,443,458,508,87,3.89,6.1503,0.1693,418,526,Hamilton City,016,2023-09
Hamilton City,Apartment,3,6,9,207,569,555,568,581,25,3.59,6.3427,0.0444,552,586,Hamilton City,016,2023-09
Hamilton City,Flat,1,24,33,1008,351,310,350,380,49,3.82,5.8514,0.1398,316,382,Hamilton City,016,2023-09
Hamilton City,Flat,2,18,30,1206,437,401,430,460,56,3.95,6.0717,0.125,398,472,Hamilton City,016,2023-09
Hamilton City,House,1,45,33,771,322,263,300,350,86,3.97,5.7465,0.2236,269,364,Hamilton City,016,2023-09
Hamilton City,House,2,126,93,3528,510,480,520,550,72,3.93,6.2201,0.1988,440,575,Hamilton City,016,2023-09
Hamilton City,House,3,204,171,7584,597,554,590,640,63,3.9,6.3872,0.1048,554,638,Hamilton City,016,2023-09
Hamilton City,House,4,81,60,3240,684,645,695,750,112,3.82,6.5053,0.249,565,791,Hamilton City,016,2023-09
Hamilton City,House,5+,9,9,645,858,788,835,873,188,4.0,6.7348,0.2021,734,964,Hamilton City,016,2023-09
Hamilton City,House,NA,24,27,1197,559,499,563,638,132,3.59,6.2953,0.2623,454,647,Hamilton City,016,2023-09
Hamilton City,Room,1,54,42,1146,262,240,260,270,31,4.0,5.562,0.1146,241,281,Hamilton City,016,2023-09
Hamilton City,Apartment,1,21,18,393,330,300,330,353,53,4.05,5.788,0.1577,293,363,Hamilton City,016,2023-08
Hamilton City,Apartment,2,27,18,657,488,430,530,550,81,3.99,6.1759,0.1799,426,543,Hamilton City,016,2023-08
Hamilton City,Boarding House,1,6,6,123,292,270,280,295,44,4.0,5.6686,0.1384,264,318,Hamilton City,016,2023-08
Hamilton City,Flat,1,27,27,1017,333,320,350,391,92,4.0,5.7475,0.4073,238,412,Hamilton City,016,2023-08
Hamilton City,Flat,2,18,33,1218,411,380,400,450,58,4.0,6.0094,0.1445,369,449,Hamilton City,016,2023-08
Hamilton City,House,1,27,30,759,311,274,303,334,64,3.97,5.7211,0.1997,267,349,Hamilton City,016,2023-08
Hamilton City,House,2,117,87,3498,494,450,500,540,59,3.93,6.1955,0.128,450,535,Hamilton City,016,2023-08
Hamilton City,House,3,189,198,7551,596,550,595,640,60,3.91,6.3846,0.1024,553,635,Hamilton City,016,2023-08
Hamilton City,House,4,84,63,3219,690,650,700,750,76,3.9,6.5301,0.1159,634,741,Hamilton City,016,2023-08
Hamilton City,House,5+,12,12,642,694,705,770,835,256,3.99,6.4325,0.5686,424,912,Hamilton City,016,2023-08
Hamilton City,House,NA,21,39,1200,665,535,650,738,180,3.55,6.4667,0.2625,539,768,Hamilton City,016,2023-08
Hamilton City,Room,1,60,54,1134,251,238,250,270,36,3.89,5.5147,0.153,224,275,Hamilton City,016,2023-08
Hamilton City,Apartment,1,24,21,393,334,250,320,405,83,3.97,5.7834,0.2444,275,383,Hamilton City,016,2023-07
Hamilton City,Apartment,2,30,15,648,446,420,450,495,77,3.79,6.0792,0.2413,371,514,Hamilton City,016,2023-07
Hamilton City,Boarding House,1,9,6,120,283,245,278,308,62,3.74,5.6225,0.2206,238,321,Hamilton City,016,2023-07
Hamilton City,Flat,1,21,27,1017,310,264,305,383,82,3.91,5.6908,0.3477,234,374,Hamilton City,016,2023-07
Hamilton City,Flat,2,27,39,1233,422,375,395,475,69,3.96,6.0311,0.1631,373,465,Hamilton City,016,2023-07
Hamilton City,Flat,3,6,0,102,588,560,570,598,43,3.95,6.374,0.0706,559,615,Hamilton City,016,2023-07
Hamilton City,House,1,33,36,762,289,260,275,310,47,4.0,5.6532,0.1504,258,316,Hamilton City,016,2023-07
Hamilton City,House,2,153,114,3468,499,460,510,550,71,3.87,6.1974,0.2006,429,563,Hamilton City,016,2023-07
Hamilton City,House,3,228,186,7560,596,550,595,650,72,3.92,6.3814,0.1461,535,652,Hamilton City,016,2023-07
Hamilton City,House,4,75,69,3201,683,630,685,740,102,3.94,6.5125,0.1818,596,761,Hamilton City,016,2023-07
Hamilton City,House,5+,15,15,642,798,763,850,903,197,3.84,6.6324,0.3801,588,981,Hamilton City,016,2023-07
Hamilton City,House,NA,21,30,1215,564,486,588,670,140,3.99,6.3006,0.2864,449,661,Hamilton City,016,2023-07
Hamilton City,Room,1,72,57,1125,266,250,260,280,48,3.91,5.5659,0.2038,228,300,Hamilton City,016,2023-07
Hamilton City,Apartment,1,18,18,390,335,250,300,350,118,3.75,5.7723,0.2811,266,388,Hamilton City,016,2023-06
Hamilton City,Apartment,2,30,21,633,456,401,450,500,117,3.97,6.0719,0.3918,333,565,Hamilton City,016,2023-06
Hamilton City,Boarding House,1,6,6,117,268,245,250,270,63,4.0,5.5693,0.2161,227,303,Hamilton City,016,2023-06
Hamilton City,Flat,1,15,27,1023,335,291,340,379,54,4.0,5.8027,0.166,296,370,Hamilton City,016,2023-06
Hamilton City,Flat,2,21,33,1245,406,365,400,470,91,3.77,5.9699,0.3112,317,483,Hamilton City,016,2023-06
Hamilton City,House,1,42,27,762,301,250,275,350,74,4.01,5.682,0.229,252,343,Hamilton City,016,2023-06
Hamilton City,House,2,108,105,3429,506,460,520,540,54,3.89,6.2209,0.1089,468,542,Hamilton City,016,2023-06
Hamilton City,House,3,207,165,7518,590,550,580,630,63,3.89,6.3742,0.1028,547,629,Hamilton City,016,2023-06
Hamilton City,House,4,81,69,3195,701,650,690,750,79,3.96,6.5469,0.1062,649,749,Hamilton City,016,2023-06
Hamilton City,House,5+,12,12,642,783,669,790,915,242,4.0,6.5985,0.4239,551,977,Hamilton City,016,2023-06
Hamilton City,House,NA,24,39,1224,572,500,600,640,155,3.41,6.3053,0.32,441,679,Hamilton City,016,2023-06
Hamilton City,Room,1,75,66,1113,251,230,250,265,59,3.95,5.5068,0.1841,218,279,Hamilton City,016,2023-06
Hamilton City,Apartment,1,18,18,390,323,273,325,375,61,4.0,5.7582,0.2006,277,363,Hamilton City,016,2023-05
Hamilton City,Apartment,2,27,18,624,455,390,450,530,84,3.57,6.1032,0.1989,391,512,Hamilton City,016,2023-05
Hamilton City,Apartment,3,6,3,213,551,550,600,600,84,4.0,6.3009,0.1703,486,611,Hamilton City,016,2023-05
Hamilton City,Boarding House,1,6,6,117,264,250,260,305,68,3.85,5.5431,0.2971,209,312,Hamilton City,016,2023-05
Hamilton City,Flat,1,18,30,1038,326,300,320,370,68,4.0,5.7628,0.2396,271,374,Hamilton City,016,2023-05
Hamilton City,Flat,2,18,30,1260,432,380,450,480,65,3.98,6.0567,0.1563,384,474,Hamilton City,016,2023-05
Hamilton City,House,1,33,39,747,320,264,300,360,70,4.0,5.7475,0.2057,273,360,Hamilton City,016,2023-05
Hamilton City,House,2,129,90,3426,504,470,510,550,56,3.93,6.2159,0.1147,463,541,Hamilton City,016,2023-05
Hamilton City,House,3,231,213,7476,588,555,585,620,61,3.89,6.3695,0.1269,536,636,Hamilton City,016,2023-05
Hamilton City,House,4,78,66,3183,678,645,690,740,89,3.86,6.5065,0.1757,595,754,Hamilton City,016,2023-05
Hamilton City,House,5+,15,15,642,750,691,745,810,87,3.9,6.6134,0.1157,689,805,Hamilton City,016,2023-05
Hamilton City,House,NA,33,39,1239,485,385,510,610,155,3.81,6.123,0.3831,352,591,Hamilton City,016,2023-05
Hamilton City,Room,1,57,36,1104,270,240,260,300,70,3.91,5.5675,0.2593,220,312,Hamilton City,016,2023-05
Hamilton City,Apartment,1,24,21,387,333,279,320,385,68,3.95,5.7903,0.198,286,374,Hamilton City,016,2023-04
Hamilton City,Apartment,2,33,21,618,477,430,465,520,89,3.76,6.1524,0.1761,417,529,Hamilton City,016,2023-04
Hamilton City,Apartment,3,6,12,210,609,535,590,638,103,3.84,6.3995,0.1624,539,671,Hamilton City,016,2023-04
Hamilton City,Apartment,NA,6,0,63,538,460,530,608,217,4.0,6.2193,0.4383,374,675,Hamilton City,016,2023-04
Hamilton City,Boarding House,1,9,3,114,256,245,250,270,18,4.0,5.5419,0.0712,243,268,Hamilton City,016,2023-04
Hamilton City,Flat,1,24,18,1050,322,313,340,358,60,3.99,5.7447,0.3022,255,383,Hamilton City,016,2023-04
Hamilton City,Flat,2,24,39,1272,429,365,440,480,70,3.85,6.0487,0.1672,378,474,Hamilton City,016,2023-04
Hamilton City,Flat,3,6,6,102,503,473,495,525,51,3.88,6.2158,0.1005,468,536,Hamilton City,016,2023-04
Hamilton City,House,1,30,30,753,307,250,285,365,71,4.0,5.7042,0.2169,259,347,Hamilton City,016,2023-04
Hamilton City,House,2,129,108,3387,504,480,513,540,59,3.97,6.2137,0.1358,456,547,Hamilton City,016,2023-04
Hamilton City,House,3,222,198,7458,578,550,580,610,65,3.87,6.3525,0.114,531,620,Hamilton City,016,2023-04
Hamilton City,House,4,75,66,3171,668,602,680,748,141,3.83,6.4758,0.2675,542,778,Hamilton City,016,2023-04
Hamilton City,House,5+,18,12,642,778,696,765,880,108,4.0,6.6474,0.1382,702,846,Hamilton City,016,2023-04
Hamilton City,House,NA,15,27,1245,518,465,560,589,145,3.66,6.2046,0.3395,394,622,Hamilton City,016,2023-04
Hamilton City,Room,1,51,48,1083,252,243,250,270,36,3.87,5.5177,0.1731,222,280,Hamilton City,016,2023-04
Hamilton City,Apartment,1,24,15,387,336,283,320,395,77,4.0,5.7943,0.2161,284,380,Hamilton City,016,2023-03
Hamilton City,Apartment,2,36,24,606,427,379,428,471,71,3.83,6.0392,0.1992,367,480,Hamilton City,016,2023-03
Hamilton City,Apartment,3,12,9,213,535,503,550,580,64,4.0,6.276,0.1273,488,579,Hamilton City,016,2023-03
Hamilton City,Boarding House,1,15,9,114,261,230,250,280,58,4.01,5.5455,0.2064,223,294,Hamilton City,016,2023-03
Hamilton City,Flat,1,33,36,1041,309,276,325,340,62,3.94,5.7038,0.2675,250,359,Hamilton City,016,2023-03
Hamilton City,Flat,2,36,33,1287,427,380,440,465,55,3.89,6.0471,0.1368,386,464,Hamilton City,016,2023-03
Hamilton City,House,1,48,48,756,307,253,280,335,87,4.13,5.696,0.2467,252,352,Hamilton City,016,2023-03
Hamilton City,House,2,147,114,3363,499,473,500,535,60,3.94,6.1991,0.1936,432,561,Hamilton City,016,2023-03
Hamilton City,House,3,225,189,7437,571,540,578,600,67,3.89,6.339,0.1475,513,625,Hamilton City,016,2023-03
Hamilton City,House,4,111,75,3159,655,600,660,720,93,3.98,6.4699,0.1942,566,736,Hamilton City,016,2023-03
Hamilton City,House,5+,18,21,636,777,685,780,850,140,3.99,6.6399,0.1803,677,864,Hamilton City,016,2023-03
Hamilton City,House,NA,24,45,1260,481,320,470,630,166,3.93,6.1117,0.3792,349,583,Hamilton City,016,2023-03
Hamilton City,Room,1,78,60,1083,248,240,250,260,24,3.96,5.5063,0.1046,229,264,Hamilton City,016,2023-03
Hamilton City,Apartment,1,36,27,378,306,250,300,335,56,4.0,5.7073,0.183,266,341,Hamilton City,016,2023-02
Hamilton City,Apartment,2,24,21,594,432,390,440,525,104,3.71,6.023,0.3638,323,528,Hamilton City,016,2023-02
Hamilton City,Apartment,3,18,9,213,615,550,585,660,118,4.01,6.4044,0.1904,532,687,Hamilton City,016,2023-02
Hamilton City,Apartment,4,9,6,57,621,595,628,663,180,4.0,6.3823,0.3669,462,757,Hamilton City,016,2023-02
Hamilton City,Boarding House,1,9,6,108,262,200,250,325,79,4.01,5.5243,0.3085,204,309,Hamilton City,016,2023-02
Hamilton City,Flat,1,24,39,1041,345,318,340,381,77,3.92,5.8233,0.208,294,389,Hamilton City,016,2023-02
Hamilton City,Flat,2,33,33,1287,414,380,420,450,56,3.88,6.0173,0.1385,374,451,Hamilton City,016,2023-02
Hamilton City,House,1,60,45,759,281,244,260,313,61,3.98,5.6168,0.2126,238,317,Hamilton City,016,2023-02
Hamilton City,House,2,141,105,3330,488,450,498,530,77,3.92,6.174,0.1997,420,549,Hamilton City,016,2023-02
Hamilton City,House,3,231,195,7401,575,544,580,620,70,3.86,6.3457,0.1448,517,629,Hamilton City,016,2023-02
Hamilton City,House,4,108,102,3126,677,621,675,720,83,3.88,6.5108,0.1189,621,729,Hamilton City,016,2023-02
Hamilton City,House,5+,48,39,636,762,720,750,800,120,3.95,6.6197,0.2003,655,858,Hamilton City,016,2023-02
Hamilton City,House,NA,33,36,1281,524,395,550,646,169,3.9,6.2023,0.3658,386,632,Hamilton City,016,2023-02
Hamilton City,Room,1,111,84,1065,246,230,245,260,40,3.94,5.4911,0.1608,218,270,Hamilton City,016,2023-02
Hamilton City,Room,NA,6,0,24,199,150,235,235,54,3.72,5.2597,0.2975,157,235,Hamilton City,016,2023-02
Hamilton City,Apartment,1,30,24,369,307,260,300,346,58,3.98,5.7105,0.1831,267,342,Hamilton City,016,2023-01
Hamilton City,Apartment,2,18,24,591,435,408,450,498,124,3.87,6.0027,0.478,293,558,Hamilton City,016,2023-01
Hamilton City,Apartment,3,9,12,204,621,548,625,685,97,4.0,6.4215,0.1566,553,683,Hamilton City,016,2023-01
Hamilton City,Apartment,4,6,3,54,619,595,600,620,66,3.68,6.4231,0.1016,575,660,Hamilton City,016,2023-01
Hamilton City,Boarding House,1,9,6,105,241,240,250,250,27,3.78,5.4804,0.1233,221,261,Hamilton City,016,2023-01
Hamilton City,Flat,1,18,33,1059,309,285,320,330,44,3.65,5.7248,0.1464,278,338,Hamilton City,016,2023-01
Hamilton City,Flat,2,39,42,1284,423,380,420,473,69,3.97,6.0349,0.1585,375,465,Hamilton City,016,2023-01
Hamilton City,House,1,51,30,744,284,245,250,300,69,3.92,5.6232,0.2133,240,320,Hamilton City,016,2023-01
Hamilton City,House,2,144,96,3294,492,460,498,539,72,3.92,6.1838,0.1917,426,552,Hamilton City,016,2023-01
Hamilton City,House,3,219,183,7365,567,540,560,600,80,3.85,6.3262,0.1874,493,634,Hamilton City,016,2023-01
Hamilton City,House,4,117,93,3120,645,600,670,700,110,3.91,6.4407,0.2906,515,763,Hamilton City,016,2023-01
Hamilton City,House,5+,27,30,630,740,670,700,780,114,3.84,6.5963,0.1407,666,805,Hamilton City,016,2023-01
Hamilton City,House,NA,36,45,1284,492,410,525,600,145,3.92,6.1483,0.3394,372,588,Hamilton City,016,2023-01
Hamilton City,Room,1,84,72,1035,256,235,250,280,36,3.89,5.5365,0.139,231,279,Hamilton City,016,2023-01
Hamilton City,Apartment,1,27,27,366,317,283,305,364,56,3.93,5.7441,0.1784,277,352,Hamilton City,016,2022-12
Hamilton City,Apartment,2,24,21,600,475,421,450,488,249,3.48,6.0476,0.5228,297,602,Hamilton City,016,2022-12
Hamilton City,Apartment,3,9,9,207,597,570,580,625,43,3.87,6.39,0.0705,568,625,Hamilton City,016,2022-12
Hamilton City,Boarding House,1,12,3,102,285,230,250,340,72,3.99,5.6248,0.2324,237,324,Hamilton City,016,2022-12
Hamilton City,Flat,1,24,39,1071,328,313,325,340,31,3.95,5.7892,0.0911,307,347,Hamilton City,016,2022-12
Hamilton City,Flat,2,30,48,1290,401,373,390,448,81,4.0,5.957,0.3281,310,482,Hamilton City,016,2022-12
Hamilton City,House,1,54,48,720,291,250,270,320,55,3.97,5.6581,0.1769,254,323,Hamilton City,016,2022-12
Hamilton City,House,2,150,105,3243,482,450,493,523,67,3.97,6.1644,0.19,418,541,Hamilton City,016,2022-12
Hamilton City,House,3,258,201,7332,570,540,570,600,65,3.88,6.3361,0.1475,511,624,Hamilton City,016,2022-12
Hamilton City,House,4,102,96,3099,670,640,680,700,78,3.89,6.4994,0.1329,608,727,Hamilton City,016,2022-12
Hamilton City,House,5+,21,15,636,807,699,788,828,197,3.94,6.6695,0.2122,683,909,Hamilton City,016,2022-12
Hamilton City,House,NA,30,33,1290,502,424,505,615,151,4.0,6.1613,0.3731,369,610,Hamilton City,016,2022-12
Hamilton City,Room,1,63,63,1026,253,240,250,268,33,3.91,5.5265,0.1292,230,274,Hamilton City,016,2022-12
Hamilton City,Apartment,1,12,21,363,306,260,295,335,59,3.92,5.708,0.1837,266,341,Hamilton City,016,2022-11
Hamilton City,Apartment,2,24,18,597,438,380,430,500,74,3.73,6.0681,0.1706,385,485,Hamilton City,016,2022-11
Hamilton City,Apartment,3,9,9,207,516,490,530,565,67,4.01,6.2377,0.1387,466,562,Hamilton City,016,2022-11
Hamilton City,Boarding House,1,6,9,90,248,194,240,295,68,3.92,5.4814,0.273,200,289,Hamilton City,016,2022-11
Hamilton City,Flat,1,33,30,1089,296,250,300,333,54,3.98,5.672,0.2013,254,333,Hamilton City,016,2022-11
