id,appellation,affected_surveys,parcel_intent,topology_type,statutory_actions,land_district,titles,survey_area,calc_area
4688637,,,Hydro,Primary,,Taranaki,,,47659
5266447,,,Hydro,Primary,,North Auckland,,,1289690
7078994,,,Hydro,Primary,,Otago,,,160915
4109937,Ohinepoutea B Block,ML 8286,DCDB,Primary,,Gisborne,355990,20536800.0,20244766
4115868,Crown Land Survey Office Plan 2970,SO 2970,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Gisborne,,,2063743
4118166,Puketauhinu 1 Block,"ML 540/B, SO 6803",DCDB,Primary,"[Create] Conservation Park [Raukumara] New Zealand Gazette 1988 p 3794
[Create] Part Raukumara Wilderness Area [Raukumara] New Zealand Gazette 1988 p 3794, (see SO 7964)
[Create] Part Whanokao Ecological Area [Raukumara] New Zealand Gazette 1986 p 1897, (see SO 7718)",Gisborne,,158098539.0,161507528
4123053,Part Lot 15 DP 3426,DP 3426,Fee Simple Title,Primary,,Gisborne,GS5D/327,9397634.0,9423950
4123192,Part Lot 1 DP 1455,DP 1455,DCDB,Primary,,Gisborne,GS5A/1146,15747307.0,15697763
4133559,Lot 2 DP 4534,DP 4534,DCDB,Primary,,Gisborne,GS1C/810,1123.0,1130
4137968,Part Lot 1 DP 4299,DP 4299,DCDB,Primary,,Gisborne,GS3C/671,15761061.0,15615603
4141632,Lot 18 DP 3426,DP 3426,Fee Simple Title,Primary,,Gisborne,GS5D/327,21262183.0,21428955
4141881,Crown Land Survey Office Plan 3030,SO 3030,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Gisborne,,,289032
4145061,Maungawaru 2&3 Block,"ML 3611, SO 3613",DCDB,Primary,"[Create] Conservation Park [Raukumara] New Zealand Gazette 1988 p 3794
[Create] Part Maungawaru Ecological Area [Raukumara] New Zealand Gazette 1986 p 1897, (see SO 7734)
[Create] Part Raukumara Wilderness Area [Raukumara] New Zealand Gazette 1988 p 3794, (see SO 7964)",Gisborne,,134213993.0,134745937
4149857,,,Road,Primary,,Gisborne,,,269905
4150768,,,Road,Primary,,Gisborne,,,263497
4152550,,,Road,Primary,,Gisborne,,,201012
4152872,,,Road,Primary,,Gisborne,,,626406
4153466,,,Road,Primary,,Gisborne,,,518764
4155976,,,Hydro,Primary,,Gisborne,,,192010
4155965,,,Hydro,Primary,,Gisborne,,,236272
4156049,,,Hydro,Primary,,Gisborne,,,125156
4156058,,,Hydro,Primary,,Gisborne,,,1099012
4156810,,,Hydro,Primary,,Gisborne,,,135114
4156294,,,Hydro,Primary,,Gisborne,,,1249144
4156336,,,Hydro,Primary,,Gisborne,,,123808
4156391,,,Hydro,Primary,,Gisborne,,,157319
4156454,,,Hydro,Primary,,Gisborne,,,99114
4156441,,,Hydro,Primary,,Gisborne,,,196096
4156492,,,Hydro,Primary,,Gisborne,,,72416
4156512,,,Hydro,Primary,,Gisborne,,,673643
4156513,,,Hydro,Primary,,Gisborne,,,294912
4156519,,,Hydro,Primary,,Gisborne,,,55704
4156848,,,Hydro,Primary,,Gisborne,,,61333
4156941,,,Hydro,Primary,,Gisborne,,,130410
4156952,,,Hydro,Primary,,Gisborne,,,146451870
4254344,,,Hydro,Primary,,Hawkes Bay,,,134223
4243456,,,Road,Primary,,Hawkes Bay,,,180643
4253802,,,Hydro,Primary,,Hawkes Bay,,,76099
4253843,,,Hydro,Primary,,Hawkes Bay,,,573150
4254415,,,Hydro,Primary,,Hawkes Bay,,,97162
4254058,,,Hydro,Primary,,Hawkes Bay,,,656620
4254091,,,Hydro,Primary,,Hawkes Bay,,,130327
4254303,,,Hydro,Primary,,Hawkes Bay,,,369532
4341862,Crown Land Survey Office Plan 20632/3,SO 20632/3,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 122 Land Act 1908,South Auckland,,,209625
4312722,Lot 12 DPS 41175,DPS 41175,DCDB,Primary,,South Auckland,SA36C/829,1773.0,1775
4312724,Lot 132 DPS 42377,DPS 42377,DCDB,Primary,,South Auckland,SA37D/953,793.0,794
4312725,Lot 2 DPS 52711,DPS 52711,DCDB,Primary,,South Auckland,SA46B/912,1516.0,1517
4362792,Part Kaimanawa 1A Block,ML 5347,DCDB,Primary,[Create] State Forest Park [Kaimanawa State Forest Park] New Zealand Gazette 1969 p 1885,South Auckland,,289976122.0,81644223
4369998,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,South Auckland,,,136465
4382321,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,South Auckland,,,199008
4410285,Lot 1 DPS 49408,DPS 49408,DCDB,Primary,,South Auckland,SA42C/77,8750.0,8623
4410975,Lot 56 DPS 91110,DPS 91110,DCDB,Primary,,South Auckland,SA72A/621,660.0,661
4411094,Lot 32 DPS 2580,DPS 2580,DCDB,Primary,,South Auckland,SA6D/337,814.0,814
4410404,Lot 2 DPS 91238,DPS 91238,DCDB,Primary,,South Auckland,SA72A/966,35306.0,35345
4410674,Hauhungaroa 1A4D Block,ML 19711,DCDB,Primary,,South Auckland,SA11A/1190,1290.0,1593
4411092,Lot 15 DPS 68032,DPS 68032,DCDB,Primary,,South Auckland,SA54C/578,1269.0,1271
4411206,Lot 11 DPS 9259,DPS 9259,DCDB,Primary,,South Auckland,SA7D/1200,1434.0,1436
4410812,Lot 26 DPS 91028,DPS 91028,DCDB,Primary,,South Auckland,SA72A/354,710.0,710
4410685,Lot 5 DPS 87196,DPS 87196,DCDB,Primary,,South Auckland,SA69B/18,2584.0,2585
4410686,Lot 7 DPS 87196,DPS 87196,DCDB,Primary,,South Auckland,SA69B/20,20249.0,20251
4410721,Lot 4 DPS 89595,DPS 89595,DCDB,Primary,,South Auckland,SA70D/851,2814.0,2815
4410444,Lot 12 DP 35643,DP 35643,DCDB,Primary,,South Auckland,SA68D/786,882.0,883
4410479,Lot 10 DPS 90842,DPS 90842,DCDB,Primary,,South Auckland,SA71D/654,1050.0,1051
4411873,Lot 114 DP 15561,DP 15561,DCDB,Primary,,South Auckland,SA1070/25,1012.0,1013
4410500,Ohura South A3A2B Block,ML 19161,DCDB,Primary,,South Auckland,SA11B/35,2276.0,3563
4461919,Lot 117 DPS 77048,DPS 77048,DCDB,Primary,,South Auckland,SA61B/235,756.0,757
4461923,Lot 8 DPS 5694,DPS 5694,DCDB,Primary,,South Auckland,SA1766/100,811.0,813
4461931,Lot 2 DPS 4115,DPS 4115,DCDB,Primary,,South Auckland,SA1286/91,1012.0,1012
4461932,Lot 168 DPS 58949,DPS 58949,DCDB,Primary,,South Auckland,SA48B/608,940.0,941
4607188,,,Hydro,Primary,,South Auckland,,,180790
4534175,Part Hinuera 2 Block,SO 11749,DCDB,Primary,[Create] Fishing Reserve Sec 122 Land Act 1908,South Auckland,,,8012
4550652,Lot 1 DPS 64150,DPS 64150,DCDB,Primary,,South Auckland,SA52A/505,1565.0,2
4562336,Lot 32 DPS 82356,DPS 82356,DCDB,Primary,,South Auckland,SA65B/105,650.0,651
4570103,,,Road,Primary,,South Auckland,,,610624
4569013,,,Road,Primary,,South Auckland,,,597990
4570468,,,Road,Primary,,South Auckland,,,470048
4571265,,,Road,Primary,,South Auckland,,,401
4571309,,,Road,Primary,,South Auckland,,,209
4598215,,,Road,Primary,,South Auckland,,,2235
4574805,,,Road,Primary,,South Auckland,,,7785
4592560,,,Road,Primary,,South Auckland,,,1185
4592141,,,Road,Primary,,South Auckland,,,409
4577267,,,Road,Primary,,South Auckland,,,415
4577313,,,Road,Primary,,South Auckland,,,548
4577290,,,Road,Primary,,South Auckland,,,687070
4578064,,,Road,Primary,,South Auckland,,,70
4590858,,,Road,Primary,,South Auckland,,,1454
4579360,,,Road,Primary,,South Auckland,,,178622
4597086,,,Road,Primary,,South Auckland,,,1159
4579800,,,Road,Primary,,South Auckland,,,1079
4591174,,,Road,Primary,,South Auckland,,,511
4580233,,,Road,Primary,,South Auckland,,,90
4591192,,,Road,Primary,,South Auckland,,,407
4581482,,,Road,Primary,,South Auckland,,,276
4591384,,,Road,Primary,,South Auckland,,,2451
4601825,,,Road,Primary,,South Auckland,,,1046
4582766,,,Road,Primary,,South Auckland,,,376
4588428,,,Road,Primary,,South Auckland,,,1725
4583392,,,Road,Primary,,South Auckland,,,3774
4583379,,,Road,Primary,,South Auckland,,,540
4593720,,,Road,Primary,,South Auckland,,,912
4583592,,,Road,Primary,,South Auckland,,,14194
4593524,,,Road,Primary,,South Auckland,,,584
4584099,,,Road,Primary,,South Auckland,,,98
4584350,,,Road,Primary,,South Auckland,,,605
4591480,,,Road,Primary,,South Auckland,,,467
4584392,,,Road,Primary,,South Auckland,,,708
4593231,,,Road,Primary,,South Auckland,,,1118
4591577,,,Road,Primary,,South Auckland,,,369
4593310,,,Road,Primary,,South Auckland,,,1073
4593312,,,Road,Primary,,South Auckland,,,348
4585644,,,Road,Primary,,South Auckland,,,322
4590848,,,Road,Primary,,South Auckland,,,352
4586195,,,Road,Primary,,South Auckland,,,406
4586387,,,Road,Primary,,South Auckland,,,834
4586371,,,Road,Primary,,South Auckland,,,738
4591458,,,Road,Primary,,South Auckland,,,4532
4587034,,,Road,Primary,,South Auckland,,,6372
4587052,,,Road,Primary,,South Auckland,,,462709
4587066,,,Road,Primary,,South Auckland,,,359408
4591668,,,Road,Primary,,South Auckland,,,781
4587581,,,Road,Primary,,South Auckland,,,591
4587883,,,Road,Primary,,South Auckland,,,1902
4588525,,,Road,Primary,,South Auckland,,,931
4592087,,,Road,Primary,,South Auckland,,,702
4588574,,,Road,Primary,,South Auckland,,,12961
4588588,,,Road,Primary,,South Auckland,,,440
4589062,,,Road,Primary,,South Auckland,,,74
4588859,,,Road,Primary,,South Auckland,,,96
4588959,,,Road,Primary,,South Auckland,,,3408
4588991,,,Road,Primary,,South Auckland,,,2489
4608375,Crown Land Block VIII (under action) Ngaere Survey District,SO 835,DCDB,Primary,,Taranaki,,348030.0,392214
4667426,Lot 2 DP 19107,DP 19107,DCDB,Primary,,Taranaki,TNK2/1096,1.0,1
4605636,,,Hydro,Primary,,South Auckland,,,99135
4605883,,,Hydro,Primary,,South Auckland,,,71770
4605979,,,Hydro,Primary,,South Auckland,,,83890
4606421,,,Hydro,Primary,,South Auckland,,,21365
4606658,,,Hydro,Primary,,South Auckland,,,113666
4606680,,,Hydro,Primary,,South Auckland,,,48334
4606682,,,Hydro,Primary,,South Auckland,,,35079
4606763,,,Hydro,Primary,,South Auckland,,,175896
4606792,,,Hydro,Primary,,South Auckland,,,381966
4606893,,,Hydro,Primary,,South Auckland,,,92144
4606955,,,Hydro,Primary,,South Auckland,,,84821
4607121,,,Hydro,Primary,,South Auckland,,,277498
4607275,,,Hydro,Primary,,South Auckland,,,228582
4607281,,,Hydro,Primary,,South Auckland,,,215740
4607454,,,Hydro,Primary,,South Auckland,,,209911
4607738,,,Hydro,Primary,,South Auckland,,,6364973
4681111,,,Road,Primary,,Taranaki,,,124370
4626551,Lot 2 DP 15094,DP 15094,DCDB,Primary,,Taranaki,"TNH1/104, TNH1/105",510.0,510
4679221,,,Road,Primary,,Taranaki,,,728393
4679938,,,Road,Primary,,Taranaki,,,483166
4681199,,,Road,Primary,,Taranaki,,,890494
4681695,,,Road,Primary,,Taranaki,,,125914
4682273,,,Road,Primary,,Taranaki,,,114321
4683777,,,Road,Primary,,Taranaki,,,189509
4687890,,,Road,Primary,,Taranaki,,,200
4688737,,,Hydro,Primary,,Taranaki,,,141936
4688741,,,Hydro,Primary,,Taranaki,,,48205
4688448,,,Road,Primary,,Taranaki,,,168004
4689028,,,Hydro,Primary,,Taranaki,,,26757
4689040,,,Hydro,Primary,,Taranaki,,,289271
4689044,,,Hydro,Primary,,Taranaki,,,86536
4689184,,,Hydro,Primary,,Taranaki,,,262800
4689202,,,Hydro,Primary,,Taranaki,,,133927
4689180,,,Hydro,Primary,,Taranaki,,,41185
4689231,,,Hydro,Primary,,Taranaki,,,39434
4689396,,,Hydro,Primary,,Taranaki,,,88751
4689467,,,Hydro,Primary,,Taranaki,,,168219
6596931,Part Lot 340 DPS 1566,,Fee Simple Title,Primary,,South Auckland,SA1416/95,13.0,12
6866371,,,Hydro,Primary,,Taranaki,,,67514
7148107,Lot 2 DP 412684,DP 412684,Fee Simple Title,Primary,,South Auckland,447170,1.0,0
7179820,Lot 11 DP 408678,DP 408678,Fee Simple Title,Primary,,South Auckland,485535,2.0,3
7195145,Part Lot 5 DP 12989,,Fee Simple Title,Primary,,South Auckland,SA361/95,23.0,16
4789727,Part Lot 3 Allot 64 Section 1 SBRS OF Auckland,SO 663,DCDB,Primary,,North Auckland,,,1
4821177,Closed Road Survey Office Plan 14022,SO 14022,DCDB,Primary,,North Auckland,,7.0,8
4827816,Lot 2 DP 165098,DP 165098,DCDB,Primary,,North Auckland,NA99B/977,22979.0,22972
4832981,Lot 3 DP 31226,DP 31226,DCDB,Primary,,North Auckland,NA801/224,68.0,24
4844665,Crown Land,,DCDB,Primary,[Create] Conservation Park Sec 61 Conservation Act 1987,North Auckland,,,178212
4860684,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale Sec 58 Land Act 1948,North Auckland,,,233094
4872105,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 122 Land Act 1908,North Auckland,,,211746
4902910,Coppermine Island Old Land Claim 203,"OLC 203, SO 46645",DCDB,Primary,"[Referenced] Classification of Reserve. New Zealand Gazette 2010 p 79 Nature Reserve.
[Referenced] Nature Reserve New Zealand Gazette 2010 p 190 Revocation of a Notice Relating to a Reserve and Issue of Fresh Notice",North Auckland,,313631.0,773083
4937273,Lot 2 DP 38555,DP 38555,DCDB,Primary,,North Auckland,NA7A/846,726.0,727
4991598,Lot 161 DP 6975,DP 6975,DCDB,Primary,[Create] Historic Reserve [Kawau Island Historic Reserve] New Zealand Gazette 1982 p 3395,North Auckland,,1012.0,1045
5008028,Lot 3 DP 155195,DP 155195,DCDB,Primary,,North Auckland,"NA92C/966, NA94A/279",12.0,12
5014167,Crown Land,,DCDB,Primary,[Create] Riverbank Reserve Sec 129 Land Act 1924,North Auckland,,,181271
5030697,Lot 4 DP 61316,DP 61316,DCDB,Primary,,North Auckland,NA18B/1061,5.0,5
5266127,,,Hydro,Primary,,North Auckland,,,258258
5043516,Part Tidal Lands of Manukau Harbour Survey Office Plan 67474,SO 67474,DCDB,Primary,[Create] Revested in the Crown Sec 5 Foreshore and Seabed Endowment Revesting Act 1991,North Auckland,,802300.0,778257
5116430,Lot 2 DP 58587,DP 58587,DCDB,Primary,,North Auckland,NA13B/1218,13.0,12
5122300,Lot 3 DP 22134,DP 22134,DCDB,Primary,,North Auckland,NA610/117,3.0,2
5140953,Part Lot 20 DP 27798,DP 27798,DCDB,Primary,,North Auckland,NA845/210,,3
5149456,Part Lot 20 DEEDS 76,DEED 76,DCDB,Primary,,North Auckland,,,9
5195505,Part Waireia D Block,ML 9450,DCDB,Primary,,North Auckland,NA88C/131,12102949.0,12115081
5245752,,,Road,Primary,,North Auckland,,,507
5205526,,,Road,Primary,,North Auckland,,,141
5205942,,,Road,Primary,,North Auckland,,,3544
5206108,,,Road,Primary,,North Auckland,,,123
5206206,,,Road,Primary,,North Auckland,,,914
5211903,,,Road,Primary,,North Auckland,,,322
5213110,,,Road,Primary,,North Auckland,,,896
5242800,,,Road,Primary,,North Auckland,,,387
5213556,,,Road,Primary,,North Auckland,,,134
5215059,,,Road,Primary,,North Auckland,,,4334
5217056,,,Road,Primary,,North Auckland,,,387
5215618,,,Road,Primary,,North Auckland,,,284
5233016,,,Road,Primary,,North Auckland,,,180
5232002,,,Road,Primary,,North Auckland,,,1833
5255902,,,Road,Primary,,North Auckland,,,178
5216307,,,Road,Primary,,North Auckland,,,4133
5216405,,,Road,Primary,,North Auckland,,,2394
5216402,,,Road,Primary,,North Auckland,,,216
5243103,,,Road,Primary,,North Auckland,,,965
5243105,,,Road,Primary,,North Auckland,,,562
5217418,,,Road,Primary,,North Auckland,,,4253
5217484,,,Road,Primary,,North Auckland,,,2011
5217972,,,Road,Primary,,North Auckland,,,507
5217965,,,Road,Primary,,North Auckland,,,1765
5217991,,,Road,Primary,,North Auckland,,,97
5218585,,,Road,Primary,,North Auckland,,,5097
5219042,,,Road,Primary,,North Auckland,,,1986
5266130,,,Hydro,Primary,,North Auckland,,,592376
5243671,,,Road,Primary,,North Auckland,,,451
5229634,,,Road,Primary,,North Auckland,,,1129
5219616,,,Road,Primary,,North Auckland,,,2446
5219774,,,Road,Primary,,North Auckland,,,796
5219851,,,Road,Primary,,North Auckland,,,340
5219888,,,Road,Primary,,North Auckland,,,76
5241923,,,Road,Primary,,North Auckland,,,565
5220294,,,Road,Primary,,North Auckland,,,413
5220321,,,Road,Primary,,North Auckland,,,64
5220630,,,Road,Primary,,North Auckland,,,2996
5221409,,,Road,Primary,,North Auckland,,,3873
5222505,,,Road,Primary,,North Auckland,,,139
5222658,,,Road,Primary,,North Auckland,,,1622
5266348,,,Hydro,Primary,,North Auckland,,,202305
5222743,,,Road,Primary,,North Auckland,,,82
5223091,,,Road,Primary,,North Auckland,,,103
5223173,,,Road,Primary,,North Auckland,,,557
5223374,,,Road,Primary,,North Auckland,,,847
5223694,,,Road,Primary,,North Auckland,,,173
5223680,,,Road,Primary,,North Auckland,,,3754
5223877,,,Road,Primary,,North Auckland,,,109953
5247951,,,Road,Primary,,North Auckland,,,742
5244101,,,Road,Primary,,North Auckland,,,375
5246044,,,Road,Primary,,North Auckland,,,409
5243428,,,Road,Primary,,North Auckland,,,526
5224659,,,Road,Primary,,North Auckland,,,616
5224722,,,Road,Primary,,North Auckland,,,925
5224968,,,Road,Primary,,North Auckland,,,355
5225152,,,Road,Primary,,North Auckland,,,2953
5225569,,,Road,Primary,,North Auckland,,,753
5226252,,,Road,Primary,,North Auckland,,,747
5226668,,,Road,Primary,,North Auckland,,,498
5226664,,,Road,Primary,,North Auckland,,,1600
5226918,,,Road,Primary,,North Auckland,,,1527
5226996,,,Road,Primary,,North Auckland,,,1303
5227339,,,Road,Primary,,North Auckland,,,673
5227347,,,Road,Primary,,North Auckland,,,860
5227663,,,Road,Primary,,North Auckland,,,543
5228142,,,Road,Primary,,North Auckland,,,950
5244796,,,Road,Primary,,North Auckland,,,2785
5229952,,,Road,Primary,,North Auckland,,,58
5228728,,,Road,Primary,,North Auckland,,,1085
5228789,,,Road,Primary,,North Auckland,,,14038
5228819,,,Road,Primary,,North Auckland,,,859
5228988,,,Road,Primary,,North Auckland,,,707
5244016,,,Road,Primary,,North Auckland,,,694
5229468,,,Road,Primary,,North Auckland,,,899
5229864,,,Road,Primary,,North Auckland,,,226
5230394,,,Road,Primary,,North Auckland,,,438
5242640,,,Road,Primary,,North Auckland,,,701
5230168,,,Road,Primary,,North Auckland,,,3400
5230138,,,Road,Primary,,North Auckland,,,517
5241146,,,Road,Primary,,North Auckland,,,551
5243842,,,Road,Primary,,North Auckland,,,1099
5248921,,,Road,Primary,,North Auckland,,,425
5232071,,,Road,Primary,,North Auckland,,,1313
5230682,,,Road,Primary,,North Auckland,,,2830
5230673,,,Road,Primary,,North Auckland,,,1164
5263289,,,Road,Primary,,North Auckland,,,1523
5263425,,,Road,Primary,,North Auckland,,,346
5262772,,,Road,Primary,,North Auckland,,,248
5262848,,,Road,Primary,,North Auckland,,,852
5262936,,,Road,Primary,,North Auckland,,,407
5262943,,,Road,Primary,,North Auckland,,,453
5263475,,,Road,Primary,,North Auckland,,,554
5264013,,,Road,Primary,,North Auckland,,,460
5264031,,,Road,Primary,,North Auckland,,,1543
5264327,,,Road,Primary,,North Auckland,,,458
5264640,,,Hydro,Primary,,North Auckland,,,65812
6592390,Lot 5 DP 211492,DP 211492,Fee Simple Title,Primary,,North Auckland,202442,6.0,6
5264705,,,Hydro,Primary,,North Auckland,,,833
5264681,,,Hydro,Primary,,North Auckland,,,203
5266872,,,Hydro,Primary,,North Auckland,,,93173
5264713,,,Hydro,Primary,,North Auckland,,,80
5264699,,,Hydro,Primary,,North Auckland,,,28866
6560936,Lot 1 DP 211000,DP 211000,Fee Simple Title,Primary,,North Auckland,NA139A/752,1104.0,1103
6556110,Lot 2 DP 211556,DP 211556,Fee Simple Title,Primary,,North Auckland,NA139C/278,11180.0,11172
5265649,,,Hydro,Primary,,North Auckland,,,255177
5264785,,,Hydro,Primary,,North Auckland,,,35975
6558877,Lot 1 DP 198187,DP 198187,Fee Simple Title,Primary,,North Auckland,NA126A/715,40021.0,39997
5264861,,,Hydro,Primary,,North Auckland,,,75164
6558656,Lot 3 DP 308470,DP 308470,Fee Simple Title,Primary,,North Auckland,32689,409.0,409
5264927,,,Hydro,Primary,,North Auckland,,,587861
5264932,,,Hydro,Primary,,North Auckland,,,118635
6556193,Lot 18 DP 211534,DP 211534,Fee Simple Title,Primary,,North Auckland,"NA139C/233, NA139C/234, NA139C/235, NA139C/236",172.0,173
6556092,Lot 4 DP 205542,DP 205542,Fee Simple Title,Primary,,North Auckland,NA133D/993,4014.0,4013
6556067,Lot 1 DP 209384,DP 209384,Fee Simple Title,Primary,,North Auckland,NA137B/476,643.0,643
6556068,Lot 2 DP 209384,DP 209384,Fee Simple Title,Primary,,North Auckland,NA137B/477,547.0,547
6556467,Lot 2 DP 199496,"DP 199496, DP 341560",Fee Simple Title,Primary,,North Auckland,NA126B/553,8650.0,8646
5267222,,,Hydro,Primary,,North Auckland,,,21387623
5265129,,,Hydro,Primary,,North Auckland,,,1709
5266067,,,Hydro,Primary,,North Auckland,,,289773
5265157,,,Hydro,Primary,,North Auckland,,,74268
6556180,Lot 5 DP 211534,DP 211534,Fee Simple Title,Primary,,North Auckland,NA139C/226,373.0,374
5265147,,,Hydro,Primary,,North Auckland,,,63296
5265175,,,Hydro,Primary,,North Auckland,,,565
6556186,Lot 11 DP 211534,DP 211534,Fee Simple Title,Primary,,North Auckland,NA139C/232,316.0,317
5265228,,,Hydro,Primary,,North Auckland,,,58494
6556231,Lot 133 DP 210875,DP 210875,Fee Simple Title,Primary,,North Auckland,NA139A/498,550.0,550
6565401,Lot 78 DP 210700,DP 210700,Fee Simple Title,Primary,,North Auckland,NA139A/91,601.0,602
6556228,Lot 130 DP 210875,DP 210875,Fee Simple Title,Primary,,North Auckland,NA139A/495,550.0,550
5265262,,,Hydro,Primary,,North Auckland,,,81255
6558998,Lot 2 DP 203783,DP 203783,Fee Simple Title,Primary,,North Auckland,NA132B/627,281.0,281
5265295,,,Hydro,Primary,,North Auckland,,,456
6558885,Crown Land,DP 198187,Definition,Primary,,North Auckland,,,123
5265396,,,Hydro,Primary,,North Auckland,,,5031
6558900,Lot 1 DP 210091,DP 210091,Fee Simple Title,Primary,,North Auckland,NA138B/210,414.0,413
6558901,Lot 2 DP 210091,DP 210091,Fee Simple Title,Primary,,North Auckland,NA138B/211,421.0,421
6558905,Lot 2 DP 308575,DP 308575,Fee Simple Title,Primary,,North Auckland,33163,562.0,562
6554722,Lot 1 DP 210521,DP 210521,Fee Simple Title,Primary,,North Auckland,NA138C/79,647.0,647
6554723,Lot 2 DP 210521,DP 210521,Fee Simple Title,Primary,,North Auckland,NA138C/80,594.0,594
5265466,,,Hydro,Primary,,North Auckland,,,98457
5265511,,,Hydro,Primary,,North Auckland,,,117051
6562191,Lot 6 DP 210992,DP 210992,Fee Simple Title,Primary,,North Auckland,NA139A/728,285.0,285
5265690,,,Hydro,Primary,,North Auckland,,,832
5265499,,,Hydro,Primary,,North Auckland,,,96
5265513,,,Hydro,Primary,,North Auckland,,,90
5266351,,,Hydro,Primary,,North Auckland,,,70906
5266195,,,Hydro,Primary,,North Auckland,,,68892
6554956,Lot 2 DP 210523,"DP 210523, DP 327297",Fee Simple Title,Primary,,North Auckland,NA138C/82,447.0,447
5265795,,,Hydro,Primary,,North Auckland,,,23
5265552,,,Hydro,Primary,,North Auckland,,,194
6562205,Lot 2 DP 209539,DP 209539,Fee Simple Title,Primary,,North Auckland,NA137B/881,401.0,400
6555047,Lot 2 DP 210547,DP 210547,Fee Simple Title,Primary,,North Auckland,NA138C/117,1206.0,1205
6555073,Lot 1 DP 308218,DP 308218,Fee Simple Title,Primary,,North Auckland,31879,20986.0,20979
6556298,Lot 1 DP 199475,DP 199475,Fee Simple Title,Primary,,North Auckland,NA126B/516,433.0,433
6556299,Lot 2 DP 199475,DP 199475,Fee Simple Title,Primary,,North Auckland,NA126B/517,417.0,417
6556308,Lot 1 DP 209658,DP 209658,Fee Simple Title,Primary,,North Auckland,NA137C/268,3060.0,3060
6565191,Lot 4 DP 309603,DP 309603,Fee Simple Title,Primary,,North Auckland,"37608, 37609, 37610",89.0,89
6555076,Lot 4 DP 308218,DP 308218,Hydro,Primary,,North Auckland,,630.0,681
5266332,,,Hydro,Primary,,North Auckland,,,329828
6555077,Lot 5 DP 308218,DP 308218,Vesting on Deposit for Local Purpose Reserve,Primary,[Referenced] Vesting on Deposit for Local Purpose Reserve Vested on DP 308218,North Auckland,31882,490.0,477
5265631,,,Hydro,Primary,,North Auckland,,,140
5265646,,SO 415729,Hydro,Primary,,North Auckland,,,91900
6558657,Lot 4 DP 308470,DP 308470,Fee Simple Title,Primary,,North Auckland,32690,411.0,411
6555275,Lot 1 DP 211768,DP 211768,Fee Simple Title,Primary,,North Auckland,NA139D/208,405.0,405
6555276,Lot 2 DP 211768,DP 211768,Fee Simple Title,Primary,,North Auckland,NA139D/209,405.0,405
6556421,Lot 1 DP 212145,DP 212145,Fee Simple Title,Primary,,North Auckland,NA140A/452,467.0,467
6556329,Lot 1 DP 188984,DP 198772,Fee Simple Title,Primary,,North Auckland,NA118D/649,4100.0,4097
5265780,,,Hydro,Primary,,North Auckland,,,79
5266400,,,Hydro,Primary,,North Auckland,,,77
5266502,,,Hydro,Primary,,North Auckland,,,260192
5267692,,,Hydro,Primary,,North Auckland,,,4432087
5267359,,,Hydro,Primary,,North Auckland,,,271703
5266782,,,Hydro,Primary,,North Auckland,,,73960
5266956,,,Hydro,Primary,,North Auckland,,,108886
5267172,,,Hydro,Primary,,North Auckland,,,1936532
5267544,,,Hydro,Primary,,North Auckland,,,2513872
6776861,Lot 5 DP 346325,DP 346325,Fee Simple Title,Primary,,North Auckland,190416,10637.0,10634
6776862,Lot 6 DP 346325,DP 346325,Fee Simple Title,Primary,,North Auckland,190417,21770.0,21763
6777003,Lot 16 DP 349707,DP 349707,Fee Simple Title,Primary,,North Auckland,203565,1100.0,1101
6777004,Lot 17 DP 349707,DP 349707,Fee Simple Title,Primary,,North Auckland,203566,1400.0,1401
6777820,Lot 15 DP 345898,DP 345898,Fee Simple Title,Primary,,North Auckland,188132,485.0,485
6873343,Marked A SO 69061,SO 69061,Hydro,Primary,"[Referenced] Marine Reserve [Poor Knights Islands Marine Reserve] the, Marine Reserves Act 1971 Marine Reserve (Poor Knights Islands) Order 1981",North Auckland,,7300000.0,7024290
7008259,Lot 1 DP 326610,DP 326610,Fee Simple Title,Primary,,North Auckland,108096,4114460.0,4145067
7369123,Part Lot 3 DP 14376,,Fee Simple Title,Primary,,North Auckland,NA349/9,15.0,7
3000699,Crown Land Block IV Upper Taieri Survey District,SO 1827,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,130365
3058924,Crown Land Block XII Wilkin Survey District,SO 16440,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,335164
3062402,Crown Land Block XI Tuapeka East Survey District,SO 23534,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,137885
